Código proyecto,Nombre proyecto,Cliente,Industria,Categoría principal,Participantes,Tags,Contraparte,Cargo contraparte,Fecha Inicio,Fecha término,Resumen proyecto,Link,Modificado por,Creado,Modificado,Encargado de proyecto N°1 (Creador Proyecto/Modificador PREZ Antiguo),Encargado de proyecto N°2 (Participante Antiguo),Encargado de proyecto N°3 (Modificador PREZ reciente)
TEC03,Taller planificación estratégica,Techo,Non-profit,Estrategia,"[""Por Definir""]","[""Gestión de Personas"","" Business Partner"","" Especialistas funcionales"","" Gestión del desempeño y talento"","" Bandas salariales"","" Costos y productividad"","" KPIs"","" Dotación de personal"","" Productividad por persona""]",Por Definir,,,,"Potenciar el área de Gestión de Personas a través del desarrollo de Business Partners y especialistas funcionales para mejorar la gestión del desempeño, bandas salariales, costos y productividad en Pucobre.",/:f:/s/Proyectos-TheHouse/Ej2CKYyD9JhLnpQkqfsJnu0BTWiP7QMwFUrGMf8J3N1liQ?e=vmbLDW,Aldemar  Pinzón,12/10/2024 11:34 AM,2/17/2025 10:51 AM,,,
TEC04,Planificación estratégica,Techo,Non-profit,Estrategia,"[""Por Definir""]","[""Definiciones estratégicas"","" Propósito"","" Focos estratégicos"","" Planificación estratégica"","" Gobierno corporativo"","" Modelo de talento"","" Desarrollo ejecutivo"","" Estrategia organizacional"","" Incidencia en política pública""]",Por Definir,,,,"Se realizó un taller de definiciones estratégicas para TECHO Chile, con el objetivo de alinear al Directorio y equipo ejecutivo en torno al propósito y líneas de acción para el futuro. Se buscó ajustar la estrategia y el gobierno corporativo para enfrentar los desafíos futuros.",/sites/Proyectos-TheHouse/Documentos compartidos/TECHO/TEC04 - Planificación estratégica,Josue Meneses,12/10/2024 11:34 AM,7/20/2026 8:03 AM,Mariana  Hernandez Eyquem,,
UNI01,Lineamientos Estratégicos,Unifood,Otros,Estrategia,"[""Por Definir""]","[""Desarrollo organizacional"","" Roles y responsabilidades"","" Cultura organizacional"","" Estrategia de crecimiento"","" Sistema de gobierno"","" Robustez del negocio"","" Oportunidades de negocio"","" Consensos estratégicos"","" Priorización de iniciativas""]",Por Definir,,,,"El proyecto se enfocó en generar consensos sobre los lineamientos estratégicos del negocio de Unifood, identificando oportunidades de crecimiento futuro y analizando el calce de las aspiraciones personales con las oportunidades del negocio. Se propuso un diseño de iniciativas clave para alcanzar los objetivos propuestos al 2020.",/:f:/s/Proyectos-TheHouse/EsNRyxUkWZZGpWJ28hZcJ-YBUST2FtdomQYMWbv39Ks4mw?e=taIV5m,Aldemar  Pinzón,12/10/2024 11:34 AM,2/17/2025 10:52 AM,,,
UNI02,Sistema Organizacional,Unifood,Otros,Rediseño organizacional y gobernanza,"[""Por Definir""]","[""Estructura organizacional"","" Sistema de gobierno"","" Capital humano"","" Desarrollo ejecutivo"","" Roles y responsabilidades"","" Gobierno corporativo"","" Comités"","" Toma de decisiones"","" Evaluación de desempeño""]",Por Definir,,,,Diseño de una estructura organizacional robusta para Unifood y estrategia para Pollo Stop. Evaluación del capital humano y plan de desarrollo. Definición de sistema de gobierno y roles de socios y ejecutivos.,/:f:/s/Proyectos-TheHouse/EhhP7Xw8z7JOjQAYH34KzR4BeAM6sTzzN8HGh8kUVOgHjg?e=BArieg,Aldemar  Pinzón,12/10/2024 11:34 AM,2/17/2025 10:52 AM,,,
VIS01,Potenciando capacidades organizacionales,VISA,Servicios financieros,Rediseño organizacional y gobernanza,"[""Por Definir""]","[""Desarrollo de equipo ejecutivo"","" Clima organizacional"","" Liderazgo"","" Comunicación efectiva"","" Equipos de alto desempeño"","" Estructura organizacional"","" Cambio de liderazgo"","" Team Building"","" Capacidades organizacionales""]",Por Definir,,,,"Se realizó un proyecto de Team Building para potenciar las capacidades del equipo VISA Chile - Cono Sur, abordando desafíos de estructura organizacional, liderazgo y comunicación, con el objetivo de integrar al equipo a la nueva Directora del Cono Sur y generar lazos de confianza.",/sites/Proyectos-TheHouse/Documentos compartidos/VISA/VIS01 - Potenciando capacidades organizacionales,Josue Meneses,12/10/2024 11:34 AM,7/30/2026 2:21 PM,Sebastián Cifuentes,,
VP01,Evaluación Modelo de Gestión Rajo Inca,Codelco División Chuquicamata,Minería,Eficiencia operacional,"[""Por Definir""]","[""Eficiencia"","" Costos operacionales"","" Optimización"","" Competitividad"","" Modelo de gestión"","" Benchmark"","" Costo C1"","" Gestión del mantenimiento"","" Negociación de tarifas""]",Por Definir,,,,"Se evaluaron distintos escenarios de producción para extender la vida útil de la división a través de la explotación del nuevo Rajo Inca, con enfoque en la eficiencia operacional y la optimización de costos.",/:f:/s/Proyectos-TheHouse/Ev6z7DbzbGdHnQEC7ISEcjgBcpezYwKtJvdnzPl2sP8uAA?e=SAMctx,Aldemar  Pinzón,12/10/2024 11:34 AM,2/17/2025 10:54 AM,,,
VP02,Evaluación cambio sistema de turnos 8x6,Codelco División Chuquicamata,Minería,Eficiencia operacional,"[""Por Definir""]","[""Implementación de sistemas"","" Eficiencia operacional"","" Encuesta"","" KPIs"","" Productividad"","" Gestión del cambio"","" Comunicación"","" RRHH"","" Contratación""]",Por Definir,,,,Se evaluó el impacto de implementar el sistema de trabajo 8x6 en proyectos de la zona norte a través de un piloto. Se tomaron determinaciones para oficializar el sistema 8x6 en el proyecto PMCHS.,/:f:/s/Proyectos-TheHouse/Et8F8_eVMQ5JvxNoFQHUOl4BAofQjoGNFjFDIlBMXS2ZXw?e=BuwEj5,Aldemar  Pinzón,12/10/2024 11:34 AM,2/17/2025 10:54 AM,,,
CMPC10,Rediseño de modelo operativo planificación Maderas,CMPC,Recursos naturales,Eficiencia operacional,"[""Alejandra Loyola"",""José Miguel Sepúlveda"",""Pablo Murillo"",""Josefina Guridi"",""Francisco Croquevielle"",""Alessandra Tassan Din"",""Juan Pablo Vega""]","[""Estructura"",""Plan de implementación"",""Modelo operativo"",""RACI"",""Mapeo de procesos"",""Benchmark"",""Definiciones estratégicas"",""Derco""]",Juan Pablo Pereira,Gerente Negocios Maderas,11/11/2024,31/1/2025,"<div class=""ExternalClass457DF6996604426DB097770376D2CB6F"">El proyecto buscó mejorar la eficiencia del proceso de planificación para asegurar el cumplimiento de la Estrategia 2030 de CMPC Maderas. Para ello, se rediseñó el proceso a nivel estratégico, táctico y operacional, y se ajustaron los roles y la estructura organizacional para alinear a las distintas áreas involucradas en la planificación</div>",/sites/Proyectos-TheHouse/Documentos compartidos/CMPC/CMPC10 - Modelo operativo planificación Maderas,Josue Meneses,2/4/2025 4:57 AM,8/9/2026 7:02 PM,Vicente Chadwick,Francisco Croquevielle,Andres Justiniano
AMCL01,Jornada de planificación estratégica 2025,AmCham Chile,Servicios financieros,Estrategia,"[""Andrés Justiniano"",""Sebastián Camus"",""Francisco Croquevielle""]","[""Benchmark"",""Roadmap"",""Prioridades estratégicas"",""Plan de implementación"",""Comités"",""Mapeo de stakeholders"",""Onboarding"",""Plan de comunicación"",""Diagnostico"",""Focos estratégicos"",""Iniciativas estratégicas"",""Directorio""]",Paula Estévez,Gerente General,18/11/2024,24/1/2025,Se realizó un assessment de oportunidades y desafíos 2025 y un taller para revisar definiciones estratégicas y  Hoja de Ruta,/sites/Proyectos-TheHouse/Documentos compartidos/AmCham/AMCL01 - Jornada de planificación estratégica 2025,Josue Meneses,2/25/2025 3:22 PM,8/11/2026 2:39 PM,,,Martín Rosenfeld
CMPC09,Modelo operativo Gerencia P&O,CMPC,Recursos naturales,Estrategia,"[""Alejandra Loyola"",""Cristina Montes"",""Honorino Landa"",""Benjamín Matte"",""Alessandra Tassan Din"",""José Miguel Sepúlveda""]","[""Alineamiento ejecutivo"",""Definiciones estratégicas"",""Desvinculación"",""Diagnostico"",""Dinámica de equipo"",""Estructura"",""Focos estratégicos"",""Liderazgo"",""Modelo operativo"",""Plan de comunicación"",""Prioridades estratégicas""]",Constanza Arjona,Gerente de Personas (P&O),11/11/2024,20/12/2024,"<div class=""ExternalClass4EA037FBAABD4548A60B5D53F4D87ED8""><div style=""font-family&#58;Calibri, Arial, Helvetica, sans-serif;font-size&#58;11pt;color&#58;rgb(0, 0, 0);""><br></div></div>",/sites/Proyectos-TheHouse/Documentos compartidos/CMPC/CMPC09 - Modelo operativo Gerencia P&O,Josue Meneses,4/21/2025 9:50 AM,7/23/2026 9:29 AM,,Benjamin Matte,
CENCO06,Potenciando la regionalización de la Gerencia de Personas,Cencosud,Retail,Gestión del cambio,"[""José Miguel Sepúlveda"",""Alejandra Loyola"",""Loredanna Celleri"",""Mariana Hernández"",""Matías González"",""Juan Pablo Vega"",""Alessandra Tassan Din""]","[""Cultura organizacional"",""Estructura"",""Quick wins"",""Definiciones estratégicas"",""Optimización de procesos""]","Felipe Saavedra, Luis Bernardo Silva ","G. Regional CSC Personas, G. Corporativo Personas y Organización",10/2/2025,18/4/2025,"<div class=""ExternalClass240ED9FD199A4C0B87B81F3370D69851""><div style=""font-family&#58;Calibri, Arial, Helvetica, sans-serif;font-size&#58;11pt;color&#58;rgb(0, 0, 0);""><br></div></div>",/sites/Proyectos-TheHouse/Documentos compartidos/Cencosud/CENCO06 - Regionalización Gerencia P&O,Josue Meneses,4/29/2025 5:15 PM,8/11/2026 6:13 PM,Vicente Chadwick,Juan Pablo Vega,Vicente Chadwick
CENCO05,"Modelo operativo proyectos de inversión de capital
",Cencosud,Retail,Sistema organizacional,"[""José Miguel Sepúlveda"",""Cristina Montes"",""Magdalena Gálvez"",""Josefina Cruz"",""Andrés Mercado""]","[""Benchmark"",""Estructura"",""Roadmap"",""Plan de implementación"",""Comités"",""KPIs"",""Seguimiento"",""Modelo operativo"",""Quick wins"",""RACI"",""Modelo de gobierno""]",Andrés Neely,Gerente Corporativo Administración y Finanzas,8/1/2025,26/3/2025,,/sites/Proyectos-TheHouse/Documentos compartidos/Cencosud/CENCO05 - Modelo para la gestión de proyectos de inversión en Cencosud,Josue Meneses,6/26/2025 9:33 AM,7/23/2026 9:33 AM,,Andrés Mercado,
OXI01,Sistema de compensaciones variables,Oxiquim,,Sistema organizacional,"[""Alfonso Undurraga"",""Roberto Ragazzone"",""Andrés Mercado"",""Sofía Delano""]","[""Equipos de alto desempeño"",""Incentivos""]",Cecilia Pardo,Gerente General,21/11/2024,4/7/2025,"<div class=""ExternalClass87BF063333AD48EB96163D3144AF0CE7""><div>Rediseño del sistema de compensaciones variables e incentivos comerciales<p><br></p></div></div>",/sites/Proyectos-TheHouse/Documentos compartidos/Oxiquim/OXI01 - Diseño y aplicación de la nueva estructura de compensaciones variables,Josue Meneses,6/26/2025 9:33 AM,7/30/2026 3:18 PM,,Andrés Mercado,
CMPC11,Diseño organizacional Operaciones Pulp Chile,CMPC,Recursos naturales,Sistema organizacional,"[""Honorino Landa"",""Pablo Murillo"",""Sofía Gillet"",""Josefa Arias""]","[""Estructura"",""Diagnostico""]",Danilo Vergilio,Gerente Operaciones Pulp Chile,7/4/2025,23/5/2025,,/sites/Proyectos-TheHouse/Documentos compartidos/CMPC/CMPC11 - Diseño organizacional Operaciones Pulp,Josue Meneses,6/26/2025 9:45 AM,8/20/2026 7:16 AM,,Pablo Murillo,Gerardo Boetsch
UAI01,Alineación estratégica Junta Directiva UAI,Universidad Adolfo Ibañez,Educación,Estrategia,"[""Benjamín Matte"",""Vicente Chadwick"",""Andrés Justiniano"",""Alfonso Undurraga"",""José Miguel Sepúlveda"",""Alessandra Tassan Din""]","[""Benchmark"",""Alineamiento ejecutivo"",""Prioridades estratégicas"",""Diagnostico"",""Definiciones estratégicas"",""Posicionamiento estratégico"",""Liderazgo"",""Directorio""]",Andrés Iacobelli,Presidente Junta Directiva,5/5/2025,6/6/2025,"<div class=""ExternalClass54EDDFD106FE496CAC5E8798AFECE06D""><div style=""font-family&#58;Calibri, Arial, Helvetica, sans-serif;font-size&#58;11pt;color&#58;rgb(0, 0, 0);""><br></div></div>",/sites/Proyectos-TheHouse/Documentos compartidos/Universidad Adolfo Ibáñez/UAI01 - Alineación estratégica Junta Directiva UAI,Josue Meneses,6/26/2025 9:49 AM,7/30/2026 3:29 PM,Benjamin Matte,Vicente Chadwick,Benjamin Matte
SQM16,SQM16 - Governance of the main organizational decision-making processes,SQM,Minería,Eficiencia operacional,"[""José Miguel Sepúlveda"",""Loredanna Celleri"",""Ángela Garafulic"",""Sebastián Camus"",""Vicente Chadwick"",""Elisa Robinson""]","[""Comités"",""Mejores practicas"",""RACI""]",Mark Fones,"CEO SQM International Lithium Division
",18/3/2024,18/4/2025,,/sites/Proyectos-TheHouse/Documentos compartidos/SQM/SQM16 - Governance of the main organizational decision-making processes,Josue Meneses,6/26/2025 9:52 AM,8/11/2026 8:42 AM,,Elisa  Robinson,Joaquín Cerda
CSC06,Modelo de gestión de Operaciones 2.0,CencoMalls,Retail,Eficiencia operacional,"[""José Miguel Sepúlveda"",""Loredanna Celleri"",""Magdalena Gálvez"",""Juan Pablo Vega"",""Vicente Chadwick""]","[""Benchmark"",""Estructura"",""Plan de implementación"",""KPIs"",""Modelo operativo"",""Plan de comunicación"",""Descriptor de cargo"",""Incentivos""]",Sebastián Nuñez,Gerente de Operaciones Cenco Malls Chile,11/4/2024,18/12/2024,,/sites/Proyectos-TheHouse/Documentos compartidos/Cenco malls/CSC06 - Modelo de Gestión de Operaciones 2.0,Josue Meneses,6/26/2025 9:52 AM,8/20/2026 8:21 AM,,Vicente Chadwick,Sofía Figueroa
AAA02,AA02,AAA,Recursos naturales,Eficiencia operacional,"[""Andrés Justiniano"",""Benjamín Díaz""]","[""Benchmark""]",Felipe,CEO,2/4/2025,2/5/2025,"<div class=""ExternalClass7DEA323727B74D3BAD182233ADF11A22"">AAAAAAAAAAAAAAAAAAAAA</div>",/sites/Proyectos-TheHouse/Documentos compartidos/AAA (Pruebas)/AAA02 - Prueba 2,Josue Meneses,7/3/2025 9:16 AM,7/20/2026 11:53 AM,,,
"COLBUN01
",Modelo Organizacional de Expansión,Colbún,Energía,Sistema organizacional,"[""Andrés Justiniano"",""Roberto Ragazzone"",""Sebastián Camus"",""Sebastián Cifuentes"",""Sofía Delano""]","[""Alineamiento ejecutivo"",""Definiciones estratégicas"",""Descriptor de cargo"",""Directorio"",""Estructura"",""Liderazgo"",""Mejores practicas"",""Modelo de gobierno"",""Modelo de talento""]",Heinz Müller,"Gerente de Innovación, Planificación y Nuevos Negocios",6/3/2024,27/7/2024,Diseño modelo organizacional de expansión para el crecimiento internacional en el negocio core (industria eléctrica) y nacional en nuevos negocios (industria del agua),/:f:/s/Proyectos-TheHouse/Eoc63SFByLBLioC5PJ7e7ykBL8Ju95_rXLjH4tFWEK28Lg?e=Nt5pTl,Aldemar  Pinzón,7/4/2025 7:29 AM,7/4/2025 9:11 AM,,,
FAST01,Estrategia al 2030 y Personas,Fundación Astoreca,Educación,Estrategia,"[""Ángela Garafulic"",""José Miguel Sepúlveda"",""Josefina Cruz"",""Juan Pablo Vega"",""Nicolás Díaz""]","[""Focos estratégicos"",""Optimización de procesos"",""Plan de implementación"",""Seguimiento""]",Pelayo Herrera,Director Ejecutivo,2/1/2024,31/1/2024,"Definición de la estrategia consensuando la aspiración y focos estratégicos al 2030. Adicionalmente, se realizó un apoyo para definir los lineamientos del área de Personas y Cultura.",/sites/Proyectos-TheHouse/Documentos compartidos/Fundación Astoreca/FAST01 - Estrategia a 2030 y Personas,Josue Meneses,7/4/2025 7:31 AM,7/23/2026 5:29 PM,,Juan Pablo Vega,
CSC05,Actualizar servicios relacionados con Cencosud,Cencomalls,Inmobiliaria,Mixto,"[""Andrés Mercado"",""José Miguel Sepúlveda"",""Martín Muñoz "",""Nicolás Díaz"",""Tomás Ovalle""]","[""Definiciones estratégicas"",""Diagnostico"",""Eficiencia"",""KPIs"",""Mejores practicas""]",Rodrigo Larraín,Gerente General,15/1/2024,18/3/2024,"Levantamiento a detalle de los servicios relacionados con Cencosud (subservicios, KPIs, costos, drivers).
Definición de modelos de servicio en función del nivel de involucramiento.
Formalización de costos en contratos según recursos dedicados.",/sites/Proyectos-TheHouse/Documentos compartidos/Cencosud Shopping/CSC05 - Actualizar servicios relacionados con Cencosud,Josue Meneses,7/4/2025 7:34 AM,8/9/2026 3:39 PM,,Andrés Mercado,Joaquín López
PARIS07,Transformación de la operación en tienda 2.0,PARIS,Retail,Mixto,"[""Andrés Justiniano"",""Josefina Guridi"",""Loredanna Celleri"",""Martín Muñoz "",""Roberto Ragazzone"",""Nicolás Díaz"",""Tomás Oyarzún""]","[""Alineamiento ejecutivo"",""Benchmark"",""Caso de negocio"",""Derco"",""Iniciativas estratégicas"",""KPIs"",""Mapeo de procesos"",""Modelo operativo"",""Plan de implementación"",""Roadmap"",""Seguimiento""]",Álvaro Figari,Gerente de Operaciones,3/1/2023,18/5/2023,"El proyecto consistió en el levantamiento y priorización de iniciativas en tienda, para impactar en los objetivos estratégicos de Paris: mejorar la experiencia de clientes, aumentar la rentabilidad y potenciar las marcas propias.",/sites/Proyectos-TheHouse/Documentos compartidos/Paris/PARIS07 - Transformación de la operación en tienda 2.0,Josue Meneses,7/4/2025 7:37 AM,7/30/2026 2:40 PM,,Andres Justiniano,
IFCP01,Plan Comercial,Infocap,Non-profit,Mixto,"[""Alberta Cardemil"",""Juan Pablo Vega"",""Sofía Gillet"",""Nicolás Díaz""]","[""Caso de negocio"",""Definiciones estratégicas"",""Diagnostico"",""Plan de negocio"",""Roadmap""]",Manuel Ureta,Director Ejecutivo,25/6/2024,13/9/2024,"Definición de la estrategia consensuando la aspiración y focos estratégicos al 2026. Adicionalmente, se consensuó el relato comunicacional para para comunicar a toda la organización",/sites/Proyectos-TheHouse/Documentos compartidos/Infocap/IFCP01 - Modelo de negocio,Josue Meneses,7/4/2025 7:40 AM,7/27/2026 11:49 AM,,Juan Pablo Vega,Martín Rosenfeld
